id;fpath;sentence;remove_start;remove_end;removed;type;original_removetype;original_removetype_cast;short_sent;cons_score;ual;la
3612;Train/tea_geofyysika.conllu;Neid uurivad teadusharud on geofüüsika raamides jagatud kindlatesse rubriikidesse .;56;81;kindlatesse rubriikidesse;bound;no;bound;Neid uurivad teadusharud on geofüüsika raamides jagatud .;100.0;100.0;100.0
3613;Train/aja_luup200202_osa_2_ud211.conllu;Nazarbajev ei tunne puudust ka suurejoonelistest visioonidest : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima arenenud maade sekka ja millest annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;202;222;arenenud maade sekka;bound;no;bound;Nazarbajev ei tunne puudust ka suurejoonelistest visioonidest : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima ja millest annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;95.0;97.5;97.5
3614;Train/aja_pm20000218_osa_5_ud211.conllu;Koos eilsete kohtuotsustega on Viljandi halduskohus õigeks mõistnud juba kuus poepidajat , kellele majanduspolitsei tegi protokollid , sest nende kauplustes mängis müüja lõbustamiseks raadio .;91;98;kellele;free;no;bound;Koos eilsete kohtuotsustega on Viljandi halduskohus õigeks mõistnud juba kuus poepidajat , majanduspolitsei tegi protokollid , sest nende kauplustes mängis müüja lõbustamiseks raadio .;91.7;91.7;95.8
3615;Train/ilu_vilep_ud211.conllu;Sõitnud veel ühe täisringi linnale peale , läks ta oma ukraina-kodu lähedal maha , lonkis majade vahel ja otsustas siis , et täis kõhuga sujuvad asjad paremini .;90;102;majade vahel;free;no;bound;Sõitnud veel ühe täisringi linnale peale , läks ta oma ukraina-kodu lähedal maha , lonkis ja otsustas siis , et täis kõhuga sujuvad asjad paremini .;96.2;100.0;96.2
3616;Train/arborest_ud211.conllu;Rott ronis otse mööda mu kirjutuslaua taha jäävat toanurka üles lae alla .;22;42;mu kirjutuslaua taha;bound;no;bound;Rott ronis otse mööda jäävat toanurka üles lae alla .;80.0;90.0;90.0
3617;Train/aja_luup200202_osa_2_ud211.conllu;Arenenud riikides on tavalisi töötülisid ja sellest tulenevaid protestiaktsioone varasema ajaga võrreldes päris väheks jäänud .;81;95;varasema ajaga;bound;no;bound;Arenenud riikides on tavalisi töötülisid ja sellest tulenevaid protestiaktsioone võrreldes päris väheks jäänud .;85.7;92.9;85.7
3618;Train/aja_horisont2000_osa_2_ud211.conllu;Primaadid on ju meile tegelikult väga lähedased , ent katseid nendega paraku ikkagi tehakse .;16;21;meile;free;no;bound;Primaadid on ju tegelikult väga lähedased , ent katseid nendega paraku ikkagi tehakse .;92.9;92.9;92.9
3619;Train/aja_ml200247_osa_2_ud211.conllu;""" Ma ikka veel usun nende lubadusi , et järgmisel ja jälle järgmisel ja jälle järgmisel nädalal vaatame , "" ütles peremees talust , kus peetakse paarikümmend piimalehma .";40;95;järgmisel ja jälle järgmisel ja jälle järgmisel nädalal;free;no;bound;""" Ma ikka veel usun nende lubadusi , et vaatame , "" ütles peremees talust , kus peetakse paarikümmend piimalehma .";81.0;85.7;85.7
3620;Train/aja_ee200110_osa_2_ud211.conllu;Viimane pingutav etteaste keskmaadistantsil pärineb juulikuust , kui ma jooksin kesklinna kõrvetavas lõõsas Narva maanteelt Mere puiesteele notarile mingit allkirja andma .;52;62;juulikuust;bound;no;bound;Viimane pingutav etteaste keskmaadistantsil pärineb , kui ma jooksin kesklinna kõrvetavas lõõsas Narva maanteelt Mere puiesteele notarile mingit allkirja andma .;95.2;95.2;100.0
3621;Train/aja_ee199920_osa_1_ud211.conllu;"Teine võimalus oleks olnud VMA pankrotti lasta , kuid siis ei oleks me tõenäoliselt oma raha kätte saanud . """;31;40;pankrotti;bound;no;bound;"Teine võimalus oleks olnud VMA lasta , kuid siis ei oleks me tõenäoliselt oma raha kätte saanud . """;84.2;94.7;84.2
3622;Dev/aja_luup200009_ud211.conllu;Mees saatis koera surnu kallale .;18;31;surnu kallale;bound;no;bound;Mees saatis koera .;100.0;100.0;100.0
3623;Train/aja_luup200202_osa_3_ud211.conllu;Euroopa Rekonstruktsiooni- ja Arengupanga ( EBRD ) hinnang , et Euroopa ja Kesk-Aasia üleminekumaadest on majandusreformid kõige edukamalt kulgenud Ungaris , kellele järgnevad peaaegu võrdselt Tshehhi , Poola ja Eesti ning seejärel Sloveenia , Leedu ja Läti , pole mingil moel üllatav .;148;259;Ungaris , kellele järgnevad peaaegu võrdselt Tshehhi , Poola ja Eesti ning seejärel Sloveenia , Leedu ja Läti ,;bound;no;bound;Euroopa Rekonstruktsiooni- ja Arengupanga ( EBRD ) hinnang , et Euroopa ja Kesk-Aasia üleminekumaadest on majandusreformid kõige edukamalt kulgenud pole mingil moel üllatav .;79.2;83.3;83.3
3624;Dev/ilu_ruben_ud211.conllu;Proovisin neid avada , kuni veendusin , et nood vettinud sorakad olid umbsõlme läinud .;70;78;umbsõlme;bound;no;bound;Proovisin neid avada , kuni veendusin , et nood vettinud sorakad olid läinud .;85.7;100.0;85.7
3625;Train/tea_toohoive.conllu;ettevõtted , kes on investeerinud ainult ehitistesse ning ettevõtted , kes ei ole investeerinud ei ehitistesse ega ka masinatesse ) .;96;129;ei ehitistesse ega ka masinatesse;free;no;bound;ettevõtted , kes on investeerinud ainult ehitistesse ning ettevõtted , kes ei ole investeerinud ) .;93.8;93.8;100.0
3626;Train/ilu_maailm_ud211.conllu;Ma ei kavatsenud sel moel kätte maksta .;26;31;kätte;bound;no;bound;Ma ei kavatsenud sel moel maksta .;85.7;85.7;100.0
3627;Dev/arborest_dev_ud211.conllu;Roza sammus ukse poole .;12;22;ukse poole;free;no;bound;Roza sammus .;100.0;100.0;100.0
3628;Train/aja_luup200202_osa_3_ud211.conllu;Rahaturgude muutlikkus ja ebaefektiivsus on võimaldanud nende maade kommertspankadel teenida hiigelkasumeid , poliitilise võimu ladvik aga on võtnud altkäemakse ja saanud muid tulusid nii ettevõtetelt kui eraisikutelt .;184;217;nii ettevõtetelt kui eraisikutelt;free;no;bound;Rahaturgude muutlikkus ja ebaefektiivsus on võimaldanud nende maade kommertspankadel teenida hiigelkasumeid , poliitilise võimu ladvik aga on võtnud altkäemakse ja saanud muid tulusid .;95.8;100.0;95.8
3629;Train/aja_ee199920_osa_2_ud211.conllu;See tähendab aga , et ka piimakombinaadid jäävad toorainest ilma .;49;59;toorainest;free;no;bound;See tähendab aga , et ka piimakombinaadid jäävad ilma .;90.0;100.0;90.0
3630;Train/aja_ml200247_osa_3_ud211.conllu;Pole sugugi nii , et meie vaatame Saksamaale suhu .;45;49;suhu;bound;no;bound;Pole sugugi nii , et meie vaatame Saksamaale .;55.6;55.6;66.7
3631;Train/tea_AA_05_6_ud211.conllu;Teisalt aga , kuna asünkroonses andmeskalaarses protsessoris iga PÜ töötleb käske erinevas ( individuaalses ) järjekorras , siis ajutiselt võib neis loobuda talitlusest ESP-mudeli alusel ning sooritada privaatseid arvutusi , edastades teistele protsessorüksustele vaid töötlustulemeid , mitte aga operande ( s.t sooritada tulemedastust ) .;157;186;talitlusest ESP-mudeli alusel;free;no;bound;Teisalt aga , kuna asünkroonses andmeskalaarses protsessoris iga PÜ töötleb käske erinevas ( individuaalses ) järjekorras , siis ajutiselt võib neis loobuda ning sooritada privaatseid arvutusi , edastades teistele protsessorüksustele vaid töötlustulemeid , mitte aga operande ( s.t sooritada tulemedastust ) .;90.5;90.5;100.0
3632;Train/tea_geofyysika.conllu;Islandil küünib üle selle juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;0;8;Islandil;bound;no;bound;küünib üle selle juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;92.9;92.9;100.0
3633;Train/tea_dr8047.conllu;Väitekiri valmis Eesti Põllumajandusülikooli Loomakasvatusinstituudis;17;69;Eesti Põllumajandusülikooli Loomakasvatusinstituudis;bound;no;bound;Väitekiri valmis ;50.0;100.0;50.0
3634;Train/tea_geofyysika.conllu;Siirius ilmus pealinnas Memfises hommikuti horisondi kohale 3000 a.e. Kr. alates 22. juunist , kuid 2000 a. e. Kr. alles 30. juunil , s. o. juba pärast üleujutuse algust .;60;73;3000 a.e. Kr.;bound;no;bound;Siirius ilmus pealinnas Memfises hommikuti horisondi kohale alates 22. juunist , kuid 2000 a. e. Kr. alles 30. juunil , s. o. juba pärast üleujutuse algust .;;;
3635;Train/aja_ee199920_osa_3_ud211.conllu;Järele jäävate messihallidega poleks siinses kliimas midagi targemat peale hakata .;0;29;Järele jäävate messihallidega;bound;no;bound;poleks siinses kliimas midagi targemat peale hakata .;100.0;100.0;100.0
3636;Dev/aja_luup200009_ud211.conllu;Kui saare moslemi usku elanikud jälgivad teraselt , keda hamba alla panna , siis kristlastel pole mingeid tabusid nn mittepuhaste loomade söömise osas .;57;67;hamba alla;bound;no;bound;Kui saare moslemi usku elanikud jälgivad teraselt , keda panna , siis kristlastel pole mingeid tabusid nn mittepuhaste loomade söömise osas .;81.8;86.4;86.4
3637;Train/aja_epl20061216_ud211.conllu;Et esimeses geimis läbi põlesime nagu säraküünal , sellest saan ma veel aru .;0;58;Et esimeses geimis läbi põlesime nagu säraküünal , sellest;unnatural;no;bound;saan ma veel aru .;100.0;100.0;100.0
3638;Train/tea_AA_05_6_ud211.conllu;Me paneme selle loo lõppu peotäie erineva raskusastmega Sudokusid , nii et iga soovija saab oma mõtteviisi arengut ise jälgida ja mõõta .;10;25;selle loo lõppu;bound;no;bound;Me paneme peotäie erineva raskusastmega Sudokusid , nii et iga soovija saab oma mõtteviisi arengut ise jälgida ja mõõta .;90.0;95.0;95.0
3639;Train/aja_sloleht20071217_ud211.conllu;Kui valitsus nüüd ütleb , et osalus teatud kriisis pole kellegi teise asi peale valitsuse , kelle esindaja räägib selles suhtes läbi vaid teiste Euroopa Liidu liikmesriikide ministritega , siis asetub ta väljapoole ülejäänud seaduste loogikat , mis toonitavad ennekõike just parlamendi rolli .;204;291;väljapoole ülejäänud seaduste loogikat , mis toonitavad ennekõike just parlamendi rolli;bound;no;bound;Kui valitsus nüüd ütleb , et osalus teatud kriisis pole kellegi teise asi peale valitsuse , kelle esindaja räägib selles suhtes läbi vaid teiste Euroopa Liidu liikmesriikide ministritega , siis asetub ta .;93.9;93.9;100.0
3640;Train/ilu_kivirahk_ud211.conllu;""" Tere hommikust , maestro , "" ütles Tõnu viisakalt , ehkki hommikust oli asi veel kaugel .";60;69;hommikust;bound;no;bound;""" Tere hommikust , maestro , "" ütles Tõnu viisakalt , ehkki oli asi veel kaugel .";64.7;70.6;88.2
3641;Train/aja_luup200106_osa_3_ud211.conllu;Kõige enam on neid Rahvaliidu , Keskerakonna ja Reformierakonna saadikute seas , kõige vähem Isamaaliidus .;19;78;Rahvaliidu , Keskerakonna ja Reformierakonna saadikute seas;bound;no;bound;Kõige enam on neid , kõige vähem Isamaaliidus .;100.0;100.0;100.0
3642;Train/ilu_vilep_ud211.conllu;Kuni Jan reageeris , olid bussiuksed sulgunud ja ainuke , mida ta teha võis , oli jälgida tagaaknale ilmuvat tuttavat kuju .;90;100;tagaaknale;bound;no;bound;Kuni Jan reageeris , olid bussiuksed sulgunud ja ainuke , mida ta teha võis , oli jälgida ilmuvat tuttavat kuju .;85.7;85.7;95.2
3643;Train/aja_ee200110_osa_6_ud211.conllu;800 000 elanikuga Lvivis elab sada tuhat venelast .;0;24;800 000 elanikuga Lvivis;bound;no;bound;elab sada tuhat venelast .;100.0;100.0;100.0
3644;Train/aja_ee199920_osa_2_ud211.conllu;Esmaspäeva hilisõhtul püüab Kert Meriga kohtumist nädala lõpule lükata .;50;63;nädala lõpule;bound;no;bound;Esmaspäeva hilisõhtul püüab Kert Meriga kohtumist lükata .;87.5;87.5;87.5
3645;Train/aja_pm19980926e_ud211.conllu;Ja kuigi tõve tippaeg jääb tavaliselt veel jahedamatele kuudele , võiks profülaktika mõttes ennast juba praegu vaktsineerida lasta .;38;63;veel jahedamatele kuudele;bound;no;bound;Ja kuigi tõve tippaeg jääb tavaliselt , võiks profülaktika mõttes ennast juba praegu vaktsineerida lasta .;87.5;87.5;100.0
3646;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Heaolu mõiste on sageli olnud kasutuses kõige selle tähenduses , mida on soovitud mõõta .;40;87;kõige selle tähenduses , mida on soovitud mõõta;free;no;bound;Heaolu mõiste on sageli olnud kasutuses .;100.0;100.0;100.0
3647;Train/aja_ml200247_osa_2_ud211.conllu;Tööd käisid arhitekt Olavi Nõmmiku juhtimisel .;12;45;arhitekt Olavi Nõmmiku juhtimisel;free;no;bound;Tööd käisid .;100.0;100.0;100.0
3648;Train/aja_horisont2000_osa_4_ud211.conllu;-. Viimase kui ühe tšetšeeni tappa lubanud kindral Jermolovit on 19. sajandi kunstnik kujutanud üsna romantilises stiilis ning pildilolijast tekib isegi mulje kui kindlast , tahtejõulisest ja sõbralikust inimesest ! ? !;96;121;üsna romantilises stiilis;free;no;bound;-. Viimase kui ühe tšetšeeni tappa lubanud kindral Jermolovit on 19. sajandi kunstnik kujutanud ning pildilolijast tekib isegi mulje kui kindlast , tahtejõulisest ja sõbralikust inimesest ! ? !;0.0;13.8;10.3
3649;Train/tea_toohoive.conllu;Osaajaga töötamise põhjuste struktuuris on aastail 1989-1996 enam-vähem samaks jäänud õppimisega seotud osaajaga töötamise põhjendus ( ca 10 % ) .;0;39;Osaajaga töötamise põhjuste struktuuris;unnatural;no;bound;on aastail 1989-1996 enam-vähem samaks jäänud õppimisega seotud osaajaga töötamise põhjendus ( ca 10 % ) .;5.9;23.5;23.5
3650;Dev/ilu_ruben_ud211.conllu;"See on sulle endale ka kasulik : kui tööleping lõpetatakse töötaja vääritu teo või siis usalduse kaotamise tõttu , siis sa mingit raha ei näe , kui aga lõpetame poolte kokkuleppel , siis saad ju hüvitist kolme kuupalga ulatuses . """;7;22;sulle endale ka;free;no;bound;"See on kasulik : kui tööleping lõpetatakse töötaja vääritu teo või siis usalduse kaotamise tõttu , siis sa mingit raha ei näe , kui aga lõpetame poolte kokkuleppel , siis saad ju hüvitist kolme kuupalga ulatuses . """;89.5;92.1;97.4
3651;Train/aja_pm19980926e_ud211.conllu;Need on mitu tuhat aastat vanad varemed esmaklassiliste kivisse raiutud joonistustega , mille esialgse otsatarbe üle vaieldakse veel praegugi .;86;116;, mille esialgse otsatarbe üle;bound;no;bound;Need on mitu tuhat aastat vanad varemed esmaklassiliste kivisse raiutud joonistustega vaieldakse veel praegugi .;73.3;73.3;86.7
3652;Train/aja_pm19980926e_ud211.conllu;Erinevalt aeroobikaklubide beibeklutuuri esindajaist leiab Jansu , et tantsimas on eeskätt mõtet käia just neil , kel soov tselluliidiga hüvasti jätta .;10;52;aeroobikaklubide beibeklutuuri esindajaist;bound;no;bound;Erinevalt leiab Jansu , et tantsimas on eeskätt mõtet käia just neil , kel soov tselluliidiga hüvasti jätta .;89.5;94.7;94.7
3653;Train/aja_sloleht20071217_ud211.conllu;Ta pakub : alusta viieminutilise jooksuga , siis käi kaks minutit reipas tempos , jookse jälle viis minutit ning jaluta jälle paar minutit - nii 45-60 minutit sõltuvalt enesetundest .;18;41;viieminutilise jooksuga;bound;no;bound;Ta pakub : alusta , siis käi kaks minutit reipas tempos , jookse jälle viis minutit ning jaluta jälle paar minutit - nii 45-60 minutit sõltuvalt enesetundest .;71.4;75.0;85.7
3654;Train/aja_sloleht20071217_ud211.conllu;"Käisin uurija juures , kes ütles , et teile tahetakse kõvasti väänata , aga pole põhjust . """;7;88;uurija juures , kes ütles , et teile tahetakse kõvasti väänata , aga pole põhjust;bound;no;bound;"Käisin . """;100.0;100.0;100.0
3655;Train/aja_pm20001004_osa_4_ud211.conllu;""" Eks see kõik ole nüüd veninud ja viibinud ja kui alguses arvasime , et saame septembri lõpuks laeva sinna sisse , siis , kui nüüd ilm kah ära keerab , tuleb meil Suur Tõll ajutiselt viia Hundipea sadama väliskai äärest Paljassaare sadamasse . """;221;242;Paljassaare sadamasse;bound;no;bound;""" Eks see kõik ole nüüd veninud ja viibinud ja kui alguses arvasime , et saame septembri lõpuks laeva sinna sisse , siis , kui nüüd ilm kah ära keerab , tuleb meil Suur Tõll ajutiselt viia Hundipea sadama väliskai äärest . """;79.1;83.7;83.7
3656;Train/arborest_ud211.conllu;Peeter müksas Jaanile ribide vahele .;14;21;Jaanile;bound;no;bound;Peeter müksas ribide vahele .;100.0;100.0;100.0
3657;Train/tea_geofyysika.conllu;Pärast Antarktika osooniaugu avastamist korraldatakse aparatuuriga varustatud lennukitega regulaarseid kevadisi ekspeditsioone nii Antarktika kui Arktika stratosfääri füüsika ja keemia uurimiseks .;127;166;nii Antarktika kui Arktika stratosfääri;bound;no;bound;Pärast Antarktika osooniaugu avastamist korraldatakse aparatuuriga varustatud lennukitega regulaarseid kevadisi ekspeditsioone füüsika ja keemia uurimiseks .;93.8;93.8;93.8
3658;Train/aja_horisont2000_osa_3_ud211.conllu;-. Professor Alar Karis : Teaduses hoiab mind vabadus , vabadus tegelda sellega , mis mind huvitab .;26;34;Teaduses;bound;no;bound;-. Professor Alar Karis : hoiab mind vabadus , vabadus tegelda sellega , mis mind huvitab .;11.8;17.6;11.8
3659;Train/aja_ee199920_osa_3_ud211.conllu;Euroopa läbimise lõpetab Reddy Londonis , kust siirdub laevaga Põhja-Ameerikasse .;31;80;Londonis , kust siirdub laevaga Põhja-Ameerikasse;bound;no;bound;Euroopa läbimise lõpetab Reddy .;80.0;100.0;80.0
3660;Train/aja_ee199920_osa_3_ud211.conllu;Ajendatuna vanemate süütundest on alla 12aastaste laste aastane sissetulek USAs tõusnud McNeali hinnanguil 27,5 miljardi dollarini , millest säästetakse umbes neli miljardit dollarit ning ülejäänu kulutatakse ära .;133;140;millest;free;no;bound;Ajendatuna vanemate süütundest on alla 12aastaste laste aastane sissetulek USAs tõusnud McNeali hinnanguil 27,5 miljardi dollarini , säästetakse umbes neli miljardit dollarit ning ülejäänu kulutatakse ära .;88.9;88.9;96.3
3661;Dev/ilu_orlau_ud211.conllu;Muljet süvendasid veelgi järsu nurga all langev kõrge otsaesine , peaaegu nulliga pügatud tumedad juuksed ning teravalt esiletungiv lõug .;25;40;järsu nurga all;free;no;bound;Muljet süvendasid veelgi langev kõrge otsaesine , peaaegu nulliga pügatud tumedad juuksed ning teravalt esiletungiv lõug .;88.2;88.2;94.1
3662;Train/aja_ee200110_osa_6_ud211.conllu;Sestpeale on suured Citroenid alati silma paistnud ebatavalise välimuse ja huvitavate tehniliste lahenduste poolest .;36;41;silma;bound;no;bound;Sestpeale on suured Citroenid alati paistnud ebatavalise välimuse ja huvitavate tehniliste lahenduste poolest .;100.0;100.0;100.0
3663;Train/aja_horisont2000_osa_1_ud211.conllu;Ainuüksi sealt pärinev elegantne valem E=mc2 , mille järgi energia on võrdne massi ja valguse kiiruse ruudu korrutisega , on pakkunud nii õudust ja hukku ( aatomi- ja tuuma-pomm ) kui lootust ( otsingud efektiivse ja loodust säästva energiaallika loomiseks ) .;47;58;mille järgi;free;no;bound;Ainuüksi sealt pärinev elegantne valem E=mc2 , energia on võrdne massi ja valguse kiiruse ruudu korrutisega , on pakkunud nii õudust ja hukku ( aatomi- ja tuuma-pomm ) kui lootust ( otsingud efektiivse ja loodust säästva energiaallika loomiseks ) .;10.0;32.5;22.5
